title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
لپ تاپ 15.6 اینچی گیمینگ اچ‌پی مدل Victus 15-fa0032dx-A ا Victus Gaming 15-FA0032DX i7 12650H 16G 1T SSD 4G 3050TI FHD IPS,از ۴۸٫۸۹۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",آمریکا,375.9x264.1x20.8,2.2,پلاستیک,Intel,Raptor Lake,نسل 13,Core i7,13700H,2.3GHz,5.0GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,1,NVIDIA,GeForce,RTX 3050,6GB,GDDR6,128Bit,,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,,"(DisplayPort), (Power Delivery), 1",,4Cell 70WHr,لیتیوم پلیمر,1 الی 3 ساعت,200 وات,Backlit,2 عدد,B&O speakers,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ گیمینگ ایسوس مدل ASUS ROG Zephyrus Duo 16 (2023) R9-7945HX RTX4090 Mini LED,۳۴۰٫۴۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad Gaming 3 | 16GB RAM | 1TB HDD | 256 GB SSD | I3 | 4GB VGA ا Lenovo IdeaPad Gaming 3,از ۳۶٫۱۹۹٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,3.10GHz,,,,,,,,,,,2×,,,256GB,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,1080 × 1920 @ FHD,,,,,,,,,,,,,,,,
ASUS ROG Strix G15 G513RM Ryzen 7 (6800H) - 16GB DDR5 - 512GB SSD - 6GB (3060) 15.6'' WQHD Laptop ا لپ تاپ 15.6 اینچی ایسوس راگ استریکس ASUS ROG Strix G15 G513RM Ryzen 7 (6800H) - 16GB DDR5 - 512GB SSD - 6GB (3060) 15.6'' WQHD,از ۵۹٫۹۹۸٫۰۰۰ تومان,,,,,,,,,6800H,,,,16 مگابایت,8 هسته حقیقی + 16 هسته مجازی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  لنوو  ThinkBook 15 | 8GB RAM | 1TB SSD | i7 |  2GB VGA ا Lenovo  ThinkBook   15  HB,۱۲ فروشنده دیگر,,,,,تمام آلومنیوم,,,نسل 11 اینتل,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i7 11800H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX3050 ا TUF Gaming FX506HC Core i7 11800H 16GB 512GB SSD 4GB RTX3050 Full HD Laptop,از ۴۶٫۹۹۹٫۰۰۰ تومان,,,,2.3,,,,,Corei7,,,,,8,16,,,,,,3200MHZ,,,,,,,,,,,,128Bit,60 تا 75 وات,,,,,WV,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ایسوس راگ ASUS ROG Flow Z13 GZ301ZC i7 12700H RTX3050 touch screen 2022,۶۹٫۰۰۰٫۰۰۰ تومان,,,,1.2,,,,,,,,,,,,,,,,,,بدون اسلات - لحیم برد,,,,,,,,,,,,,,,,,,,,FHD یا 1080×1920,,,,,,,,,,,,,asus,,
لپ تاپ ایسر A315 | 8GB RAM | 1TB HDD | i7 1165G7 | VGA Mx350 2GB ا Aspire A315 Laptop,از ۲۷٫۰۹۰٫۰۰۰ تومان,,,,,پلی کربنات+ABS,,,نسل 11 اینتل,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل X515JP پردازنده Core i7 1065G7 رم 16GB حافظه 1TB 256GB SSD گرافیک 2GB MX330 ا X515JP Core i7 1065G7 16GB 1TB 256GB SSD 2GB MX330 FHD Laptop,از ۲۹٫۴۴۰٫۰۰۰ تومان,,,,1.8,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,ندارد,,,,,TFT,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپام اس آی مدل GF66 KATANA 11UE-A | 16GB RAM | 1TB HDD | I7 | 6GB VGA ا MSI GF66 KATANA 11UE-A 15.6 inch laptop,از ۶۴٫۰۰۰٫۰۰۰ تومان,,,,,,,,,12th Gen\Alder Lake,,"2.3GHz @ هسته پُـر مصرف, 1.7GHz @ هسته کم مصرف",,,,,,,,,,,2×,,,1TB,,,,,NVIDIA GeForce RTX 3060,,,,,,,,,,,1080×1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ  لنوو  Ideapad Gaming 3 | 8GB RAM | 512GB SSD | i5 | 4GB VGA  GTX 1650 ا Lenovo Ideapad Gaming 3,۱۸ فروشنده دیگر,"برنامه نویسی, تدوین, طراحی, گیمینگ, مالتی مدیا",چین,359.6x251.9x24.2,2.2,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,11300H,3.1GHz,4.4GHz,8MB,4,8,10 نانومتری,x86,35 وات,8GB,DDR4,3200MHz,2,Up to 16GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,90 وات,,DirectX 12,3.0,15.6,IPS,,Full HD,1920x1080,120Hz,16:9,,,1,2,3Cell 45WHr,لیتیوم پلیمر,1 الی 2 ساعت,135 وات,White Backlit,2 عدد,Nahimic Audio,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ 16 اینچی اچ پی مدل Spectre x360 16t F1023dx پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB ا HP Spectre x360 16t F1023dx Core i7 1260P 16GB 1TB 4GB UHD Touch Laptop,از ۸۸٫۱۹۰٫۰۰۰ تومان,,,355x245x19 میلی‌متر,,,,Alder Lake,نسل 12,1260P,,,,18مگابایت,12هسته حقیقی + 16هسته مجازی,,10 نانومتری,,28 وات,,,,Onbord,,SSD,,PCIe NVMe,1عدد,,,,,,,,,,,,,,WUXGA,3840×2400,60 هرتز,16:10,,,,,,,,,Backlit,2 عدد,,,
لپ تاپ اچ پی Omen 16-C0002DX گرافیک 8 گیگابایت ا HP Omen 16 R7 5800H-16GB-1TB SSD-8GB RX6600M-FHD Laptop,از ۵۲٫۵۰۰٫۰۰۰ تومان,"برنامه نویسی, طراحی, گیمینگ, مالتی مدیا",آمریکا,369.2x248x23,2.3,پلاستیک,AMD,Cezanne H (Zen 3),نسل 5,Ryzen 7,5800H,3.2GHz,4.4GHz,16MB,8,16,7 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,AMD,Radeon,RX 6600M,8GB,GDDR6,128Bit,,,DirectX 12,4.0,16.1,IPS,,Full HD,1920x1080,144Hz,16:9,,,"(DisplayPort), 1",3,4Cell 70WHr,لیتیوم یون,2 الی 3 ساعت,230 وات,4Zone RGB,2 عدد,B&O speakers,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ اچ پی 16GB RAM | 1TB SSD | i7 |  x360 ا HP Spectre x360 13t-AW000-E,۲ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس TUF Gaming FX507ZR i7/16GB/512GB SSD/8GB RTX 3070 ا ASUS TUF Gaming FX507ZR i7-12700H/16GB/512GB SSD/8GB RTX 3070 Laptop,از ۷۸٫۶۰۰٫۰۰۰ تومان,"تدوین, طراحی سنگین, گیمینگ",تایوان,354x251x22.4,2.2,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 40GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070,8GB,GDDR6,256Bit,115 وات,140 وات,DirectX 12,4.0,15.6,IPS,Wide View,WQHD,2560x1440,165Hz,16:9,,,"(DisplayPort), (Thunderbolt 4), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,240 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Starlight MLY23 پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU ا Apple MacBook Air 2022 Starlight MLY23 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop,از ۷۱٫۰۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,,Apple M2,,3.5 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا Laptop Lenovo Legion 5,از ۴۹٫۰۰۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.30GHz,,,,,,,,,,,2×,,,512GB,,,,,NVIDIA GeForce RTX 3050 Ti,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
Acer Nitro 5 AN515 58 i5 12500H 8 512SSD 4 3050Ti FHD ا لپ تاپ ایسر Nitro 5,۲ فروشنده دیگر,,,,,,,,,Core i5,,,,,,,,,,,,,,,SSD M.2 NVMe,,,,,,,,,,,,,,,,,,,144Hz,,,,,,,,,,,,,,
لپ تاپ ایسوس TUF FX507ZE | 16GB RAM | 512GB SSD | I7 12700H | VGA 3050TI 4GB ا Asus TUF Gaming FX507ZE,از ۵۳٫۹۰۰٫۰۰۰ تومان,,,,,پلاستیک,,,,Core i7,,,,,14,,,Alder Lake-P,,,,4800 مگاهرتز,,,,,,,,,,,,,,,,,,,,1920x1080 پیکسل - Full HD,,,16:9,,,,,,,,,,,,,
لپ تاپ ام اس آی Sword 15 11UD | 8GB RAM | 512GB HDD | I5 | 4GB VGA ا MSI Sword 15 11UD Core i7 11800H 8GB 512GB SSD 4GB Full HD Laptop,۴ فروشنده دیگر,,,,,,,,,Core i7,,,,24 مگابايت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ ‌تاپ گیمینگ شیائومی مدل Redmi G 2021,۲ فروشنده دیگر,,,,,,,,,Core™ i5,Redmi G 2021 Intel Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Gaming 3 Ryzen 7 5800H 16GB 1TB SSD 6GB RTX 3060,۳ فروشنده دیگر,"تدوین, طراحی, گیمینگ",چین,359.6x251.9x24.2,2.2,پلاستیک,AMD,AMD Cezanne (Zen 3),نسل 5,Ryzen 7,5800H,3.2GHz,4.4GHz,16MB,8,16,7 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,90 وات,,DirectX 12,3.0,15.6,IPS,,Full HD,1920x1080,120Hz,16:9,,,1,2,4Cell 60WHr,لیتیوم پلیمر,1 الی 2 ساعت,170 وات,White Backlit,2 عدد,Nahimic Audio,2,"دفترچه راهنما, شارژر, کابل شارژر, ماوس"
لپ تاپ  ایسوس R565EA | 8GB RAM | 512GB SSD | i3 ا Laptop Asus VivoBook R565EA,۹ فروشنده دیگر,"حسابداری, دانش آموزی, روزمره",تایوان,360x235x19.9,1.8,پلاستیک,Intel,Tiger Lake,نسل 11,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,10 نانومتری,x86,28 وات,8GB,DDR4,3200MHz,1,Up to 12GB,SSD,512GB,PCIe NVMe,1,Intel,UHD,,Up to 2GB share,,,,,DirectX 12,3.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 37WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,White Backlit,2 عدد,SonicMaster,1,"دفترچه راهنما, شارژر, کابل شارژر"
HP Victus 15 FA0092NIA i7 12700H 16 512SSD 4 RTX3050 FHD ا لپ تاپ اچ پی Victus 15,از ۳۱٫۹۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,SSD M.2 NVMe Gen 4x4,,,,,,,,,,,,,,,,,,,144Hz,16:9,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 8GB RAM | 512GB SSD | i5 | 4GB VGA ا Laptop Lenovo Legion 5,۲ فروشنده دیگر,,,,,"پلی کربنات+ABS, قاب بالا آلومنیوم",,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسر 32GB RAM | 1TB SSD | VGA 3050TI 4GB | i7 12700H | AN515 ا Acer Nitro 5 AN515,۷ فروشنده دیگر,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,360.4x271x26.9,2.5,پلاستیک,Intel,Alder Lake,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,32GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,95 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,54%,"(Thunderbolt 4), 1",3,3Cell 57.5WHr,لیتیوم یون,1 الی 3 ساعت,230 وات,4Zone RGB,2 عدد,,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i7 1165G7 رم 12GB حافظه 512GB SSD گرافیک 2GB ا X515EP Core i7 1165G7 12GB 512GB SSD 2GB MX330 FHD Laptop,از ۲۶٫۹۵۰٫۰۰۰ تومان,"حسابداری, دانشجویی, روزمره",تایوان,360x235x19.9,1.8,پلاستیک,Intel,Tiger Lake,نسل 11,Core i7,1165G7,2.8GHz,4.7GHz,12MB,4,8,10 نانومتری,x86,28 وات,12GB,DDR4,3200MHz,1,Up to 12GB,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,MX330,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 37WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,,2 عدد,SonicMaster,1,"دفترچه راهنما, شارژر"
لپ تاپ لنوو مدل IdeaPad Gaming 3 | 8GB RAM | 1TB HDD | 256GB SSD | i5 | 4GB VGA ا Lenovo IdeaPad Gaming 3,از ۳۳٫۹۹۹٫۰۰۰ تومان,,,359.6×251.9×24.2,,,,Tiger Lake,نسل 11,11300H,,,,8 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,10 نانومتری,,35 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,IPS,,Full HD,1080x1920,120 هرتز,16:9,,,,,,,,135 وات,White Backlit,2 عدد,Nahimic Audio,,
لپ تاپ R565JP | 8GB RAM | 512GB SSD | I7 1065G7 |  VGA Mx330 2GB ا Asus R565JP,از ۲۷٫۱۸۴٫۰۰۰ تومان,,,,1.8,,,,,Corei7,,,,,4,8,,,,,,2666MHz,,,,,,,,,,,,64Bit,,,,,,TFT,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس X515MA | 4GB RAM | 1TB HDD | N4020 ا ASUS X515MA,۳ فروشنده دیگر,,,,1.8,,,,,Celeron,,,,,2,4,,,,,,2666MHz,,,,,,,,,,,,,,,,,,TFT,,HD,1366*768,,,,,,,,,,,,,,,
لپ تاپ اچ پی OMEN 16-B0004TX i7(11800)-16-1000-4(3050Ti) نمایشگر 16 اینچ ا OMEN 16-B0004TX i7(11800)/16/1000/4/FHD -16 inch,از ۴۴٫۵۰۰٫۰۰۰ تومان,,,,2.3,,,,,Corei7,,,,,8,16,,,,,,3200MHZ,,,,,,,,,,,,128Bit,90 وات,,,,,IPS,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ لنوو Ideapad Gaming 3 | 16GB RAM | 1TB SSD | i5 | 4GB VGA ا Lenovo Ideapad Gaming 3,از ۳۷٫۳۰۰٫۰۰۰ تومان,"برنامه نویسی, طراحی, گیمینگ, مالتی مدیا",چین,359.6x266.4x21.8,2.3,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i5,12450H,2.0GHz,4.4GHz,12MB,8,12,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,85 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,120Hz,16:9,,,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 1",2,3Cell 45WHr,لیتیوم پلیمر,1 الی 2 ساعت,170 وات,4Zone RGB,2 عدد,Nahimic Audio,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ  مایکروسافت Surface 4 | 8GB RAM | 256GB SSD | i5 ا Microsoft Surface 4,از ۴۸٫۸۸۸٫۰۰۰ تومان,,,,1.280,,,,,Corei5,,,,,,,,,,,,4267MHz,,,,,,,,,,,,,,,,,,Pixel Sence,,2K,1504 × 2256,,,,,,,,,,,,,,,
لپ تاپ 16 اینچی گیمینگ HP مدل Omen 16-b1 12700h 3070ti,۱ فروشنده دیگر,,,,,,,,نسل دهم-ICE LAKE,i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ ام اس آی مدل A - GF63 Thin 11UC ا MSI GF63 Thin 11UC i7 11800H 16GB 1TB SSD 4GB FHD Gaming Laptop,۴۸٫۰۰۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.30GHz,,,,,,,,,,,2×,,,1TB,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ  مایکروسافت Surface Book 3 | 32GB RAM | 1TB SSD | 6GB VGA | i7 ا Surface  Book  3,۳ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad Gaming 3 R7 5800H/16GB/512GB SSD/6GB RTX3060 ا Lenovo IdeaPad Gaming 3 R7-5800H/16GB/512GB SSD/6GB RTX3060 15.6Inch Laptop,۴ فروشنده دیگر,,,,,,,,,Ryzen 7,,3.20GHz,,,,,,,,,,,2×,,,512GB,,,,,NVIDIA GeForce RTX 3060,,,,,,,,,,,1080 × 1920 @ FHD,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ام اس آی مدل MSI Pulse GL66 i5-11400H ا MSI Pulse GL66 Gaming Laptop 15.6″ i5(11400H)8GB-512GB SSD-4GB (RTX 3050) 144Hz FHD,از ۳۷٫۹۹۹٫۰۰۰ تومان,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ مایکروسافت Surface Laptop 5 15-BB ا Microsot i7 1265U-16GB-256SSD-INT-2K Touch Laptop,از ۸۱٫۶۸۹٫۰۰۰ تومان,,,308 × 223 × 14.5,1.29,,,,,Core i7,1265U,1.8GHz,4.8GHz,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,2K,1504 × 2256,,,,,,,45.8WHr,,,,,,,,
لپ تاپ ایسوس FX506LH | 32GB RAM | 1TB HDD | 512GB SSD | i5 | 4GB VGA ا ASUS FX506LH,۱ فروشنده دیگر,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,359x256x24.7,2.3,پلاستیک,Intel,Comet Lake,نسل 10,Core i5,10300H,2.5GHz,4.5GHz,8MB,4,8,14 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,GTX 1650,4GB,GDDR6,128Bit,,50 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.1%,62.5%,"(DisplayPort), 1",2,3Cell 48WHrs,لیتیوم یون,1 الی 2 ساعت,150 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Built-in array microphone,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسوس 14 اینچی مدل VivoBook R465EA پردازنده Core i3 1115G4 رم 4GB حافظه 512GB SSD گرافیک Intel ا VivoBook R465EA Core i3 1115G4 4GB 512GB SSD Intel Full HD Laptop,از ۱۸٫۰۷۰٫۰۰۰ تومان,,,,,,,,,Core i3,,,,,2,,,,,,,3200 مگاهرتز,,,,,,,,,,,,,,,,,,,,1080x1920 پیکسل - FULL HD,,,,,,,,,,,,,,,,
لپ تاپ باریک و سبک سامسونگ ا Samsung NP535U,۹٫۸۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,خیر,,256 گیگابایت,,,,,AMD Radeon HD 7500M,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسر 16GB RAM | 1TB SSD | VGA 3050TI 4GB | i7 12700H | AN515 ا Acer Nitro 5 AN515,از ۴۴٫۷۹۰٫۰۰۰ تومان,"تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",تایوان,360.4x271x26.9,2.5,پلاستیک,Intel,Alder Lake,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,95 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,54%,"(Thunderbolt 4), 1",3,3Cell 57.5WHr,لیتیوم یون,1 الی 3 ساعت,230 وات,4Zone RGB,2 عدد,,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ لنوو IdeaPad 3 | 8GB RAM | 1TB HDD | 128GB SSD | I3 | 2GB VGA ا Lenovo IdeaPad 3 Laptop,از ۱۵٫۷۰۰٫۰۰۰ تومان,,,,1.75,,,,,Corei3,,,,,2,4,,,,,,2666MHz,,,,,,,,,,,,64Bit,,,,,,TN,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ اچ پی 15.6 اینچی مدل HP 15s-EQ1015ne Ryzen 3/16/512/AMD (کاستوم شده),۲۰٫۲۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming 15-ec2010 پردازنده Ryzen 5 5600H رم 8GB حافظه 512GB SSD گرافیک 4GB ا HP Pavilion Gaming 15-ec2010 Ryzen 5 5600H 8GB 512GB SSD 4GB 3050 FHD Laptop,۱ فروشنده دیگر,,,,,,,,,,,,,,6 هسته ای,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 هرتز,,,,,,,,,,,,,,
لپ تاپ لنوو IdeaPad 5 | 8GB RAM | 1TB HDD | 128GB SSD | i5 | 2GB VGA ا Lenovo IdeaPad 5,از ۲۵٫۶۰۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.40GHz,,,,,,,,,,,1×,,,128GB,,,,,NVIDIA GeForce MX450,,,,,,,,,,,1080×1920 @ FHD,,,,,,,,,,,,,,,,
لپ تاپ لنوو V15 | 8GB RAM | 1TB HDD | 256GB SSD | Ryzen 5 ا Laptop Lenovo V15,از ۱۹٫۳۰۰٫۰۰۰ تومان,,,,,پلی کربنات+ABS,,,سری 5000 AMD,Ryzen 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 32GB RAM | 2TB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5,از ۵۷٫۵۰۰٫۰۰۰ تومان,,,,,,,,نسل 10,10750H,,,,12 مگابایت,6 هسته حقیقی + 12 هسته مجازی,,14 نانومتری,x86,45 وات,,,,2 عدد,,,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,IPS,,,,144 هرتز,16:9,,,,,,,,230 وات,White Backlit,2 عدد,harman/kardon,,
لپ تاپ 17.3 اینچی ام اس ای مدل Sword 17 A12UCX,از ۴۵٫۷۴۹٫۰۰۰ تومان,,,398x273x25.2 میلی متر,,,,,نسل 12,12450H,,,,12 مگابایت,8 هسته حقیقی + 12 هسته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,"PCIe NVMe®, PCIe 4.0",2 عدد,,GeForce,,,,,,,DirectX 12,,,IPS,,,1080x1920,144 هرتز,16:9,,,,,,,,,,2 عدد,Dolby Atmos,,
لپ تاپ گیمینگ ایسوس TUF Gaming A15 FA507NV-XB (2023),۶۸٫۸۷۰٫۰۰۰ تومان,"تدوین, طراحی, طراحی سنگین, گیمینگ, مالتی مدیا",تایوان,354x251x24.9,2.2,فلز آلومینیوم، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 7,Ryzen 7,7735HS,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,35 وات,16GB,DDR5,4800MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 4060,8GB,GDDR6,128Bit,115 وات,140 وات,DirectX 12 Ultimate,4.0x16,15.6,IPS,Wide View,WQHD,2560x1440,165Hz,16:9,,,"(DisplayPort), (Power Delivery), 2, G-Sync",2,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,240 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ اپل  MKGR3 | 16GB RAM | 512GB SSD | M1 PRO ا Apple MKGR3,از ۹۰٫۹۰۰٫۰۰۰ تومان,,,,,,,,,core 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ HP ZBook 15 G6,۳۵٫۴۴۴٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
